"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"PCT","EC","SPP1","ITGAV_ITGB1",0.0427073385186398,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mast","SPP1","ITGAV_ITGB1",0.00878822105040629,0.04,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","MES","SPP1","ITGAV_ITGB1",0.00976460186056331,0.01,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","MES","SPP1","ITGAV_ITGB1",0.113204010960814,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","MES","SPP1","ITGAV_ITGB1",0.0124687781477701,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","MES","SPP1","ITGAV_ITGB1",0.0685497301282149,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","MES","SPP1","ITGAV_ITGB1",0.00862181641487209,0.02,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","MES","SPP1","ITGAV_ITGB1",0.0113224763534921,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","MES","SPP1","ITGAV_ITGB1",0.0646555053940257,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","MES","SPP1","ITGAV_ITGB1",0.00910051116652552,0.03,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mono-Mac","SPP1","ITGAV_ITGB1",0.0368157009211574,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Mono-Mac","SPP1","ITGAV_ITGB1",0.0215608307723138,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mono-Mac","SPP1","ITGAV_ITGB1",0.020277873850057,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","dPCT","SPP1","ITGAV_ITGB5",0.000476143317900706,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","dPCT","SPP1","ITGAV_ITGB5",0.0061290971773334,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","dPCT","SPP1","ITGAV_ITGB5",0.000609588376618729,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","dPCT","SPP1","ITGAV_ITGB5",0.00354269047982602,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","dPCT","SPP1","ITGAV_ITGB5",0.000300886175393101,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","dPCT","SPP1","ITGAV_ITGB5",0.00041995758202299,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","dPCT","SPP1","ITGAV_ITGB5",0.000552936162589168,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","dPCT","SPP1","ITGAV_ITGB5",0.000225638103105236,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","dPCT","SPP1","ITGAV_ITGB5",0.00332823900819297,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","dPCT","SPP1","ITGAV_ITGB5",0.00044347789379747,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"T","dPCT","SPP1","ITGAV_ITGB5",0.00038563807791454,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","SPP1","ITGAV_ITGB5",0.00185336088851144,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","EC","SPP1","ITGAV_ITGB5",0.0234731743543551,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","EC","SPP1","ITGAV_ITGB5",0.00237187228232726,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","EC","SPP1","ITGAV_ITGB5",0.0136684278129583,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","EC","SPP1","ITGAV_ITGB5",0.00117177667226647,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","EC","SPP1","ITGAV_ITGB5",0.00163492692005015,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","EC","SPP1","ITGAV_ITGB5",0.00215179450365494,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","EC","SPP1","ITGAV_ITGB5",0.000878920677374569,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","EC","SPP1","ITGAV_ITGB5",0.0128489336781866,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","EC","SPP1","ITGAV_ITGB5",0.00172637576655594,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"T","EC","SPP1","ITGAV_ITGB5",0.00150146761289026,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"B","MES","SPP1","ITGAV_ITGB5",0.00317334141699266,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","MES","SPP1","ITGAV_ITGB5",0.0395803993905132,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","MES","SPP1","ITGAV_ITGB5",0.00405963939259953,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","MES","SPP1","ITGAV_ITGB5",0.023207557239766,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","MES","SPP1","ITGAV_ITGB5",0.0020073029208407,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","MES","SPP1","ITGAV_ITGB5",0.00279977315527779,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","MES","SPP1","ITGAV_ITGB5",0.00368353779555139,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","MES","SPP1","ITGAV_ITGB5",0.00150594307298309,0.01,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","MES","SPP1","ITGAV_ITGB5",0.0218287994805057,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","MES","SPP1","ITGAV_ITGB5",0.00295618418662044,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"T","MES","SPP1","ITGAV_ITGB5",0.00257147220413731,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","B","SPP1","ITGA4_ITGB1",0.0418669339790486,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","B","SPP1","ITGA4_ITGB1",0.0245724427586292,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","B","SPP1","ITGA4_ITGB1",0.0231145161733084,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","MES","SPP1","ITGA4_ITGB1",0.0775379362907461,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","MES","SPP1","ITGA4_ITGB1",0.0462191854380438,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","MES","SPP1","ITGA4_ITGB1",0.0435342405124657,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mono-Mac","SPP1","ITGA4_ITGB1",0.0754597533345489,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Mono-Mac","SPP1","ITGA4_ITGB1",0.0449395186994987,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mono-Mac","SPP1","ITGA4_ITGB1",0.0423256127547021,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Plasma","SPP1","ITGA4_ITGB1",0.0307426939185129,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","T","SPP1","ITGA4_ITGB1",0.0803425540996617,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","T","SPP1","ITGA4_ITGB1",0.0479498602239517,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","T","SPP1","ITGA4_ITGB1",0.0451691389462412,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","SPP1","ITGA9_ITGB1",0.00430475824604854,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","EC","SPP1","ITGA9_ITGB1",0.0530021318046563,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","EC","SPP1","ITGA9_ITGB1",0.0055053099266902,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","EC","SPP1","ITGA9_ITGB1",0.0312579484418327,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","EC","SPP1","ITGA9_ITGB1",0.00272411882907404,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","EC","SPP1","ITGA9_ITGB1",0.00379850623878531,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","EC","SPP1","ITGA9_ITGB1",0.00499594734748102,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","EC","SPP1","ITGA9_ITGB1",0.00204408807733973,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","EC","SPP1","ITGA9_ITGB1",0.0294153208534288,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","EC","SPP1","ITGA9_ITGB1",0.00401048770896101,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","EC","SPP1","ITGA9_ITGB1",0.00348905087897175,0,"SPP1_ITGA9_ITGB1","SPP1 - (ITGA9+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","MES","SPP1","ITGA8_ITGB1",0.00832111330565933,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","MES","SPP1","ITGA8_ITGB1",0.0979822593231867,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","MES","SPP1","ITGA8_ITGB1",0.0106298259118073,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","MES","SPP1","ITGA8_ITGB1",0.0589332997181993,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","MES","SPP1","ITGA8_ITGB1",0.00527354231800544,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","MES","SPP1","ITGA8_ITGB1",0.00734601111812057,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","MES","SPP1","ITGA8_ITGB1",0.00965093372583949,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","MES","SPP1","ITGA8_ITGB1",0.00395961745453679,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","MES","SPP1","ITGA8_ITGB1",0.0555527905889113,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","MES","SPP1","ITGA8_ITGB1",0.00775442551451426,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","MES","SPP1","ITGA8_ITGB1",0.00674950697998339,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","Plasma","SPP1","ITGA8_ITGB1",0.000909548476476889,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Plasma","SPP1","ITGA8_ITGB1",0.0116480882015909,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","Plasma","SPP1","ITGA8_ITGB1",0.00116431920181486,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Plasma","SPP1","ITGA8_ITGB1",0.0067485463512749,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","Plasma","SPP1","ITGA8_ITGB1",0.000574856849890911,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","Plasma","SPP1","ITGA8_ITGB1",0.000802261230753701,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","Plasma","SPP1","ITGA8_ITGB1",0.00105616745382536,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","Plasma","SPP1","ITGA8_ITGB1",0.000431121501583207,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Plasma","SPP1","ITGA8_ITGB1",0.00634126815979088,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","Plasma","SPP1","ITGA8_ITGB1",0.000847174846238934,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","Plasma","SPP1","ITGA8_ITGB1",0.000736722379743681,0,"SPP1_ITGA8_ITGB1","SPP1 - (ITGA8+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","SPP1","ITGA5_ITGB1",0.00807300406898452,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","EC","SPP1","ITGA5_ITGB1",0.0953177003934749,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","EC","SPP1","ITGA5_ITGB1",0.0103135941090795,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","EC","SPP1","ITGA5_ITGB1",0.0572632362018701,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","EC","SPP1","ITGA5_ITGB1",0.00511583322228599,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","EC","SPP1","ITGA5_ITGB1",0.00712676739390014,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","EC","SPP1","ITGA5_ITGB1",0.00936354784690947,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","EC","SPP1","ITGA5_ITGB1",0.00384105050190456,0.03,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","EC","SPP1","ITGA5_ITGB1",0.0539730303302488,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","EC","SPP1","ITGA5_ITGB1",0.00752308492950247,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","EC","SPP1","ITGA5_ITGB1",0.00654794865129204,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","Mono-Mac","SPP1","ITGA5_ITGB1",0.00385538430486218,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"dPCT","Mono-Mac","SPP1","ITGA5_ITGB1",0.0477128343040334,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"EC","Mono-Mac","SPP1","ITGA5_ITGB1",0.00493123101364165,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"LOH-DCT","Mono-Mac","SPP1","ITGA5_ITGB1",0.0280742620622894,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mast","Mono-Mac","SPP1","ITGA5_ITGB1",0.00243934368104334,0.02,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"MES","Mono-Mac","SPP1","ITGA5_ITGB1",0.00340179941700744,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Mono-Mac","Mono-Mac","SPP1","ITGA5_ITGB1",0.00447474440270886,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Neut","Mono-Mac","SPP1","ITGA5_ITGB1",0.00183027181879879,0.04,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"PCT","Mono-Mac","SPP1","ITGA5_ITGB1",0.0264141926368025,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Plasma","Mono-Mac","SPP1","ITGA5_ITGB1",0.00359172187389932,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"T","Mono-Mac","SPP1","ITGA5_ITGB1",0.00312456146090193,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"B","EC","NAMPT","ITGA5_ITGB1",0.0315677389788535,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"dPCT","EC","NAMPT","ITGA5_ITGB1",0.00668262996655831,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"EC","EC","NAMPT","ITGA5_ITGB1",0.0322509314012265,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"LOH-DCT","EC","NAMPT","ITGA5_ITGB1",0.00215383039142029,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Mast","EC","NAMPT","ITGA5_ITGB1",0.0255703737418933,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"MES","EC","NAMPT","ITGA5_ITGB1",0.022919550504269,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Mono-Mac","EC","NAMPT","ITGA5_ITGB1",0.0645044335481516,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Neut","EC","NAMPT","ITGA5_ITGB1",0.138943279761829,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Plasma","EC","NAMPT","ITGA5_ITGB1",0.0131973982930142,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"T","EC","NAMPT","ITGA5_ITGB1",0.0190124345884666,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"B","Mono-Mac","NAMPT","ITGA5_ITGB1",0.0152645367445787,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"dPCT","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00318905495752932,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"EC","Mono-Mac","NAMPT","ITGA5_ITGB1",0.0156005773672567,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"LOH-DCT","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00102539731315251,0.04,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Mast","Mono-Mac","NAMPT","ITGA5_ITGB1",0.0123250995357771,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"MES","Mono-Mac","NAMPT","ITGA5_ITGB1",0.0110318387319619,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Mono-Mac","Mono-Mac","NAMPT","ITGA5_ITGB1",0.0317486855326904,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Neut","Mono-Mac","NAMPT","ITGA5_ITGB1",0.0712666962969702,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Plasma","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00631967219506182,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"T","Mono-Mac","NAMPT","ITGA5_ITGB1",0.00913229070822265,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"MES","dPCT","ANGPTL1","ITGA1_ITGB1",0.000213500892795635,0,"ANGPTL1_ITGA1_ITGB1","ANGPTL1 - (ITGA1+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"MES","EC","ANGPTL1","ITGA1_ITGB1",0.00266443398348337,0,"ANGPTL1_ITGA1_ITGB1","ANGPTL1 - (ITGA1+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"MES","MES","ANGPTL1","ITGA1_ITGB1",0.00404491826170743,0,"ANGPTL1_ITGA1_ITGB1","ANGPTL1 - (ITGA1+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"MES","EC","ANGPTL2","ITGA5_ITGB1",0.00105634561041649,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
